support	itemsets	tiles	is_maximal	is_closed	is_generator
0.1066135810661358	frozenset({'age_adult'})	0.1066135810661358	False	False	True
0.5410307454103075	frozenset({'age_middle-aged'})	0.5410307454103075	False	False	True
0.3326697633266976	frozenset({'age_senior'})	0.3326697633266976	False	False	True
0.32625525326255256	frozenset({'job_manual-labor'})	0.32625525326255256	False	False	True
0.48993585489935854	frozenset({'job_white-collar'})	0.48993585489935854	False	False	True
0.11678832116788321	frozenset({'marital_divorced'})	0.11678832116788321	False	False	True
0.6186684361866843	frozenset({'marital_married'})	0.6186684361866843	False	False	True
0.26454324264543244	frozenset({'marital_single'})	0.26454324264543244	False	False	True
0.14996682149966822	frozenset({'education_primary'})	0.14996682149966822	False	False	True
0.5100641451006415	frozenset({'education_secondary'})	0.5100641451006415	False	False	True
0.298606502986065	frozenset({'education_tertiary'})	0.298606502986065	False	False	True
0.9831895598318956	frozenset({'credit_no'})	0.9831895598318956	False	False	True
0.8506967485069675	frozenset({'balance_low'})	0.8506967485069675	False	False	True
0.43397478433974784	frozenset({'housing_no'})	0.43397478433974784	False	False	True
0.5660252156602521	frozenset({'housing_yes'})	0.5660252156602521	False	False	True
0.8471577084715771	frozenset({'loan_no'})	0.8471577084715771	False	False	True
0.1528422915284229	frozenset({'loan_yes'})	0.1528422915284229	False	False	True
0.8847600088476001	frozenset({'subscribed_term_d_no'})	0.8847600088476001	False	False	True
0.11523999115239991	frozenset({'subscribed_term_d_yes'})	0.11523999115239991	False	False	True
0.1041804910418049	frozenset({'credit_no', 'age_adult'})	0.2083609820836098	True	True	True
0.17916390179163902	frozenset({'job_manual-labor', 'age_middle-aged'})	0.35832780358327804	False	False	True
0.2955098429550984	frozenset({'age_middle-aged', 'job_white-collar'})	0.5910196859101968	False	False	True
0.3236009732360097	frozenset({'age_middle-aged', 'marital_married'})	0.6472019464720195	False	False	True
0.163680601636806	frozenset({'marital_single', 'age_middle-aged'})	0.327361203273612	False	False	True
0.2817960628179606	frozenset({'education_secondary', 'age_middle-aged'})	0.5635921256359212	False	False	True
0.18668436186684362	frozenset({'education_tertiary', 'age_middle-aged'})	0.37336872373368724	False	False	True
0.5326255253262553	frozenset({'credit_no', 'age_middle-aged'})	1.0652510506525106	False	False	True
0.45808449458084494	frozenset({'age_middle-aged', 'balance_low'})	0.9161689891616899	False	False	True
0.19508958195089582	frozenset({'age_middle-aged', 'housing_no'})	0.39017916390179164	False	False	True
0.3459411634594116	frozenset({'housing_yes', 'age_middle-aged'})	0.6918823269188232	False	False	True
0.45874806458748063	frozenset({'loan_no', 'age_middle-aged'})	0.9174961291749613	False	False	True
0.4877239548772396	frozenset({'subscribed_term_d_no', 'age_middle-aged'})	0.9754479097544791	False	False	True
0.1079407210794072	frozenset({'job_manual-labor', 'age_senior'})	0.2158814421588144	False	False	True
0.14819730148197302	frozenset({'age_senior', 'job_white-collar'})	0.29639460296394604	False	False	True
0.25127184251271845	frozenset({'age_senior', 'marital_married'})	0.5025436850254369	False	False	True
0.15505419155054193	frozenset({'education_secondary', 'age_senior'})	0.31010838310108385	False	False	True
0.3266976332669763	frozenset({'credit_no', 'age_senior'})	0.6533952665339526	False	False	True
0.2840079628400796	frozenset({'age_senior', 'balance_low'})	0.5680159256801592	False	False	True
0.17606724176067243	frozenset({'age_senior', 'housing_no'})	0.35213448352134485	False	False	True
0.15660252156602522	frozenset({'housing_yes', 'age_senior'})	0.31320504313205044	False	False	True
0.27715107277151074	frozenset({'loan_no', 'age_senior'})	0.5543021455430215	False	False	True
0.294182702941827	frozenset({'subscribed_term_d_no', 'age_senior'})	0.588365405883654	False	False	True
0.22406547224065473	frozenset({'job_manual-labor', 'marital_married'})	0.44813094448130947	False	False	True
0.2023888520238885	frozenset({'job_manual-labor', 'education_secondary'})	0.404777704047777	False	False	True
0.32116788321167883	frozenset({'credit_no', 'job_manual-labor'})	0.6423357664233577	False	False	True
0.2749391727493917	frozenset({'job_manual-labor', 'balance_low'})	0.5498783454987834	False	False	True
0.10086264100862641	frozenset({'job_manual-labor', 'housing_no'})	0.20172528201725282	True	True	True
0.22539261225392612	frozenset({'job_manual-labor', 'housing_yes'})	0.45078522450785224	False	False	True
0.2725060827250608	frozenset({'loan_no', 'job_manual-labor'})	0.5450121654501217	False	False	True
0.29949126299491263	frozenset({'job_manual-labor', 'subscribed_term_d_no'})	0.5989825259898253	False	False	True
0.27294846272948464	frozenset({'job_white-collar', 'marital_married'})	0.5458969254589693	False	False	True
0.15571776155717762	frozenset({'marital_single', 'job_white-collar'})	0.31143552311435524	False	False	True
0.2276045122760451	frozenset({'education_secondary', 'job_white-collar'})	0.4552090245520902	False	False	True
0.23202831232028312	frozenset({'education_tertiary', 'job_white-collar'})	0.46405662464056624	False	False	True
0.48219420482194203	frozenset({'credit_no', 'job_white-collar'})	0.9643884096438841	False	False	True
0.41716434417164344	frozenset({'balance_low', 'job_white-collar'})	0.8343286883432869	False	False	True
0.21809334218093343	frozenset({'housing_no', 'job_white-collar'})	0.43618668436186686	False	False	True
0.27184251271842513	frozenset({'housing_yes', 'job_white-collar'})	0.5436850254368503	False	False	True
0.41694315416943156	frozenset({'loan_no', 'job_white-collar'})	0.8338863083388631	False	False	True
0.42977217429772174	frozenset({'subscribed_term_d_no', 'job_white-collar'})	0.8595443485954435	False	False	True
0.11280690112806901	frozenset({'credit_no', 'marital_divorced'})	0.22561380225613803	True	True	True
0.11634594116345941	frozenset({'education_primary', 'marital_married'})	0.23269188232691881	False	False	True
0.31563813315638134	frozenset({'education_secondary', 'marital_married'})	0.6312762663127627	False	False	True
0.16080513160805132	frozenset({'education_tertiary', 'marital_married'})	0.32161026321610264	False	False	True
0.610705596107056	frozenset({'credit_no', 'marital_married'})	1.221411192214112	False	False	True
0.5268745852687459	frozenset({'balance_low', 'marital_married'})	1.0537491705374917	False	False	True
0.25923468259234683	frozenset({'housing_no', 'marital_married'})	0.5184693651846937	False	False	True
0.35943375359433755	frozenset({'housing_yes', 'marital_married'})	0.7188675071886751	False	False	True
0.5184693651846937	frozenset({'loan_no', 'marital_married'})	1.0369387303693873	False	False	True
0.10019907100199071	frozenset({'loan_yes', 'marital_married'})	0.20039814200398143	True	True	True
0.557398805573988	frozenset({'subscribed_term_d_no', 'marital_married'})	1.114797611147976	False	False	True
0.13470471134704712	frozenset({'education_secondary', 'marital_single'})	0.26940942269409424	False	False	True
0.10351692103516921	frozenset({'education_tertiary', 'marital_single'})	0.20703384207033843	False	False	True
0.25967706259677065	frozenset({'credit_no', 'marital_single'})	0.5193541251935413	False	False	True
0.22495023224950234	frozenset({'marital_single', 'balance_low'})	0.44990046449900467	False	False	True
0.123866401238664	frozenset({'marital_single', 'housing_no'})	0.247732802477328	False	False	True
0.14067684140676842	frozenset({'housing_yes', 'marital_single'})	0.28135368281353684	False	False	True
0.2318071223180712	frozenset({'loan_no', 'marital_single'})	0.4636142446361424	False	False	True
0.2276045122760451	frozenset({'subscribed_term_d_no', 'marital_single'})	0.4552090245520902	False	False	True
0.1477549214775492	frozenset({'credit_no', 'education_primary'})	0.2955098429550984	False	False	True
0.1276266312762663	frozenset({'education_primary', 'balance_low'})	0.2552532625525326	False	False	True
0.1291749612917496	frozenset({'loan_no', 'education_primary'})	0.2583499225834992	False	False	True
0.13581066135810663	frozenset({'subscribed_term_d_no', 'education_primary'})	0.27162132271621325	False	False	True
0.49988940499889406	frozenset({'credit_no', 'education_secondary'})	0.9997788099977881	False	False	True
0.43331121433311215	frozenset({'education_secondary', 'balance_low'})	0.8666224286662243	False	False	True
0.19376244193762443	frozenset({'education_secondary', 'housing_no'})	0.38752488387524886	False	False	True
0.31630170316301703	frozenset({'education_secondary', 'housing_yes'})	0.6326034063260341	False	False	True
0.418049104180491	frozenset({'loan_no', 'education_secondary'})	0.836098208360982	False	False	True
0.4558725945587259	frozenset({'education_secondary', 'subscribed_term_d_no'})	0.9117451891174518	False	False	True
0.2948462729484627	frozenset({'credit_no', 'education_tertiary'})	0.5896925458969254	False	False	True
0.2545896925458969	frozenset({'education_tertiary', 'balance_low'})	0.5091793850917938	False	False	True
0.1519575315195753	frozenset({'education_tertiary', 'housing_no'})	0.3039150630391506	False	False	True
0.14664897146648972	frozenset({'education_tertiary', 'housing_yes'})	0.29329794293297945	False	False	True
0.2601194426011944	frozenset({'loan_no', 'education_tertiary'})	0.5202388852023888	False	False	True
0.2559168325591683	frozenset({'education_tertiary', 'subscribed_term_d_no'})	0.5118336651183366	False	False	True
0.8433974784339748	frozenset({'credit_no', 'balance_low'})	1.6867949568679497	False	False	True
0.42711789427117897	frozenset({'credit_no', 'housing_no'})	0.8542357885423579	False	False	True
0.5560716655607166	frozenset({'credit_no', 'housing_yes'})	1.1121433311214333	False	False	True
0.8358770183587702	frozenset({'loan_no', 'credit_no'})	1.6717540367175403	False	False	True
0.14731254147312542	frozenset({'credit_no', 'loan_yes'})	0.29462508294625084	False	False	True
0.8699402786994028	frozenset({'credit_no', 'subscribed_term_d_no'})	1.7398805573988056	False	False	True
0.11324928113249282	frozenset({'credit_no', 'subscribed_term_d_yes'})	0.22649856226498563	False	False	True
0.3764653837646538	frozenset({'housing_no', 'balance_low'})	0.7529307675293077	False	False	True
0.47423136474231364	frozenset({'housing_yes', 'balance_low'})	0.9484627294846273	False	False	True
0.7261667772616678	frozenset({'loan_no', 'balance_low'})	1.4523335545233356	False	False	True
0.12452997124529971	frozenset({'loan_yes', 'balance_low'})	0.24905994249059943	False	False	True
0.7498341074983411	frozenset({'subscribed_term_d_no', 'balance_low'})	1.4996682149966822	False	False	True
0.10086264100862641	frozenset({'balance_low', 'subscribed_term_d_yes'})	0.20172528201725282	True	True	True
0.37093563370935634	frozenset({'loan_no', 'housing_no'})	0.7418712674187127	False	False	True
0.36739659367396593	frozenset({'subscribed_term_d_no', 'housing_no'})	0.7347931873479319	False	False	True
0.4762220747622207	frozenset({'loan_no', 'housing_yes'})	0.9524441495244415	False	False	True
0.5173634151736342	frozenset({'housing_yes', 'subscribed_term_d_no'})	1.0347268303472683	False	False	True
0.7414288874142889	frozenset({'loan_no', 'subscribed_term_d_no'})	1.4828577748285778	False	False	True
0.10572882105728822	frozenset({'loan_no', 'subscribed_term_d_yes'})	0.21145764211457643	False	False	True
0.14333112143331123	frozenset({'loan_yes', 'subscribed_term_d_no'})	0.28666224286662245	False	False	True
0.12364521123645211	frozenset({'job_manual-labor', 'age_middle-aged', 'marital_married'})	0.37093563370935634	False	False	True
0.12032736120327361	frozenset({'job_manual-labor', 'education_secondary', 'age_middle-aged'})	0.36098208360982087	False	False	True
0.17695200176952003	frozenset({'credit_no', 'job_manual-labor', 'age_middle-aged'})	0.53085600530856	False	False	True
0.14974563149745632	frozenset({'job_manual-labor', 'age_middle-aged', 'balance_low'})	0.4492368944923689	False	False	True
0.13979208139792082	frozenset({'job_manual-labor', 'housing_yes', 'age_middle-aged'})	0.41937624419376246	False	False	True
0.14731254147312542	frozenset({'loan_no', 'job_manual-labor', 'age_middle-aged'})	0.44193762441937623	False	False	True
0.1654501216545012	frozenset({'job_manual-labor', 'subscribed_term_d_no', 'age_middle-aged'})	0.4963503649635036	False	False	True
0.1561601415616014	frozenset({'age_middle-aged', 'job_white-collar', 'marital_married'})	0.4684804246848042	False	False	True
