antecedents	consequents	antecedent support	consequent support	support	confidence	lift	representativity	leverage	conviction	zhangs_metric	jaccard	certainty	kulczynski
frozenset({'age_middle-aged'})	frozenset({'credit_no'})	0.5410307454103075	0.9831895598318956	0.5326255253262553	0.9844644317252658	1.0012966694780487	1.0	0.00068974489077267	1.0820614908206165	0.002821518632670102	0.5371403078295783	0.07583810302534898	0.7630983575949164
frozenset({'age_middle-aged'})	frozenset({'balance_low'})	0.5410307454103075	0.8506967485069675	0.45808449458084494	0.8466884709730171	0.9952882416196075	1.0	-0.002168601382004587	0.9738553417385529	-0.010209252242811192	0.4906420279554607	-0.02684655219405883	0.6925850051172937
frozenset({'age_middle-aged'})	frozenset({'loan_no'})	0.5410307454103075	0.8471577084715771	0.45874806458748063	0.847914963205233	1.000893876932339	1.0	0.00040969809301527604	1.0049791534368877	0.001945835414947717	0.49357448833888623	0.0049544842993604465	0.6947146617592744
frozenset({'age_middle-aged'})	frozenset({'subscribed_term_d_no'})	0.5410307454103075	0.8847600088476001	0.4877239548772396	0.901471790678659	1.0188884914145544	1.0	0.00904158778119224	1.1696141840612868	0.0403912247629975	0.5199245460976185	0.14501720855703915	0.7263608953393295
frozenset({'age_senior'})	frozenset({'marital_married'})	0.3326697633266976	0.6186684361866843	0.25127184251271845	0.7553191489361704	1.2208787530713001	1.0	0.04545956026879605	1.5584855216718128	0.2711069199419256	0.35892575039494473	0.358351434072173	0.5807342973854968
frozenset({'age_senior'})	frozenset({'credit_no'})	0.3326697633266976	0.9831895598318956	0.3266976332669763	0.9820478723404256	0.9988387920924778	1.0	-0.0003798049075803833	0.9364037782529284	-0.0017390731633881297	0.33027728085867614	-0.06791538353863187	0.6571656684536773
frozenset({'age_senior'})	frozenset({'balance_low'})	0.3326697633266976	0.8506967485069675	0.2840079628400796	0.8537234042553191	1.0035578550801605	1.0	0.0010068768514755466	1.0206913192978218	0.005312574538673425	0.3157894736842105	0.02027186761229267	0.5937883791947423
frozenset({'age_senior'})	frozenset({'loan_no'})	0.3326697633266976	0.8471577084715771	0.27715107277151074	0.8331117021276596	0.9834198447308483	1.0	-0.004672681606116336	0.9158358823057692	-0.024641829523031088	0.30703259005145805	-0.09189868984204205	0.5801328745625243
frozenset({'age_senior'})	frozenset({'subscribed_term_d_no'})	0.3326697633266976	0.8847600088476001	0.294182702941827	0.8843085106382979	0.9994896941489362	1.0	-0.00015019980243097253	0.99609739478856	-0.0007645031476610486	0.31863919501677046	-0.003917895209703287	0.6084042553191489
frozenset({'job_manual-labor'})	frozenset({'credit_no'})	0.32625525326255256	0.9831895598318956	0.32116788321167883	0.9844067796610169	1.001238031686717	1.0	0.00039712436362615566	1.0780608368675588	0.0018352660491380455	0.32497761862130703	0.07240856378233199	0.6555329736325332
frozenset({'job_manual-labor'})	frozenset({'balance_low'})	0.32625525326255256	0.8506967485069675	0.2749391727493917	0.8427118644067796	0.9906137126841005	1.0	-0.002605110384378939	0.9492340342768224	-0.013868482910852702	0.3048062775870525	-0.0534809792843699	0.5829523960619442
frozenset({'job_manual-labor'})	frozenset({'loan_no'})	0.32625525326255256	0.8471577084715771	0.2725060827250608	0.8352542372881355	0.9859489312740628	1.0	-0.0038835700056572553	0.9277464197712908	-0.020714239114834387	0.3024797446599558	-0.0778807427211859	0.578462627782449
frozenset({'job_manual-labor'})	frozenset({'subscribed_term_d_no'})	0.32625525326255256	0.8847600088476001	0.29949126299491263	0.9179661016949152	1.037531186440678	1.0	0.010833662231760632	1.4047850161139652	0.05369028902956241	0.3285610288764863	0.2881473047268938	0.6282330508474576
frozenset({'job_white-collar'})	frozenset({'credit_no'})	0.48993585489935854	0.9831895598318956	0.48219420482194203	0.9841986455981941	1.001026338976251	1.0	0.0004943872975782249	1.063860713495751	0.0020101132267637614	0.4866071428571428	0.060027325650470045	0.7373186703806494
frozenset({'job_white-collar'})	frozenset({'balance_low'})	0.48993585489935854	0.8506967485069675	0.41716434417164344	0.8514672686230249	1.000905751805693	1.0	0.0003775054317777249	1.0051875442464047	0.0017741536440969458	0.4517365269461078	0.005160772510659894	0.6709234419038161
frozenset({'job_white-collar'})	frozenset({'loan_no'})	0.48993585489935854	0.8471577084715771	0.41694315416943156	0.8510158013544019	1.0045541613376634	1.0	0.0018902180348278619	1.0258959870771422	0.008888127155316203	0.45312500000000006	0.025242312479379005	0.6715914515910391
frozenset({'job_white-collar'})	frozenset({'subscribed_term_d_no'})	0.48993585489935854	0.8847600088476001	0.42977217429772174	0.8772009029345372	0.9914563205417607	1.0	-0.0037034770177912235	0.9384433103035507	-0.016613863798228955	0.45482209737827717	-0.06559446800951474	0.6814754514672686
frozenset({'marital_married'})	frozenset({'credit_no'})	0.6186684361866843	0.9831895598318956	0.610705596107056	0.9871290668573472	1.004006864175943	1.0	0.002437248650782653	1.306077809727454	0.010465625370276252	0.6161571077884401	0.2343488323956172	0.8041382117188873
frozenset({'marital_married'})	frozenset({'balance_low'})	0.6186684361866843	0.8506967485069675	0.5268745852687459	0.8516267429388631	1.0010932149835152	1.0	0.0005753582008432012	1.0062679383759323	0.002863705166942508	0.5590237033560198	0.006228896039407182	0.7354857583649074
frozenset({'marital_married'})	frozenset({'loan_no'})	0.6186684361866843	0.8471577084715771	0.5184693651846937	0.8380407579549518	0.9892381897426468	1.0	-0.005640369518912003	0.9437083651324482	-0.027737370986314472	0.5472799439645109	-0.05964939694017806	0.7250256009095908
frozenset({'marital_married'})	frozenset({'subscribed_term_d_no'})	0.6186684361866843	0.8847600088476001	0.557398805573988	0.900965319985699	1.0183160529138362	1.0	0.010025714499726335	1.163632690444991	0.047167900416160494	0.5891980360065465	0.1406222872463435	0.7654826599928495
frozenset({'marital_single'})	frozenset({'credit_no'})	0.26454324264543244	0.9831895598318956	0.25967706259677065	0.9816053511705686	0.9983887047563871	1.0	-0.0004190916962944491	0.9138766564114944	-0.002189607874613204	0.26281620774569064	-0.09423957049815103	0.6228611682736982
frozenset({'education_secondary'})	frozenset({'credit_no'})	0.5100641451006415	0.9831895598318956	0.49988940499889406	0.9800520381613183	0.9968088334144701	1.0	-0.0016003373086377892	0.8427146745141012	-0.00649186978154707	0.5032286795813851	-0.1866412562194762	0.7442442418028188
frozenset({'education_secondary'})	frozenset({'balance_low'})	0.5100641451006415	0.8506967485069675	0.43331121433311215	0.8495229835212489	0.9986202310191279	1.0	-0.00059869543398966	0.9921997058874145	-0.002812184154973029	0.46720725017886955	-0.007861617037679956	0.6794416789681128
frozenset({'education_secondary'})	frozenset({'loan_no'})	0.5100641451006415	0.8471577084715771	0.418049104180491	0.8196010407632263	0.9674716201802992	1.0	-0.014055668156482404	0.8472459717897667	-0.06421839933477008	0.4451248233631652	-0.18029478250282815	0.6565368128098116
frozenset({'education_secondary'})	frozenset({'subscribed_term_d_no'})	0.5100641451006415	0.8847600088476001	0.4558725945587259	0.8937554206418039	1.0101670641803988	1.0	0.004588237026638797	1.0846670187650367	0.020542965511273898	0.485512367491166	0.07805807432168038	0.704502710320902
frozenset({'education_tertiary'})	frozenset({'credit_no'})	0.298606502986065	0.9831895598318956	0.2948462729484627	0.9874074074074074	1.0042899637545306	1.0	0.0012594767146518748	1.3349467192318194	0.006090216972407915	0.2987449574181981	0.2509064327485376	0.6436474607340749
frozenset({'education_tertiary'})	frozenset({'balance_low'})	0.298606502986065	0.8506967485069675	0.2545896925458969	0.8525925925925927	1.0022285780320102	1.0	0.0005661113726153078	1.012861253847206	0.003170292460917836	0.28454882571075396	0.012697942386831588	0.5759322817357139
frozenset({'education_tertiary'})	frozenset({'loan_no'})	0.298606502986065	0.8471577084715771	0.2601194426011944	0.8711111111111112	1.0282750217580505	1.0	0.007152641796808412	1.1858453653067298	0.03920413955553827	0.2937062937062937	0.15671972986010632	0.5890803597331012
frozenset({'education_tertiary'})	frozenset({'subscribed_term_d_no'})	0.298606502986065	0.8847600088476001	0.2559168325591683	0.857037037037037	0.9686661111111111	1.0	-0.0082782596647335	0.8060828396670461	-0.044085668503537	0.2759360839494395	-0.24056728513542328	0.5731435185185185
frozenset({'credit_no'})	frozenset({'balance_low'})	0.9831895598318956	0.8506967485069675	0.8433974784339748	0.8578177727784028	1.0083708140226622	1.0	0.007001316718984629	1.0500837862128634	0.4938196198600353	0.8514962036623495	0.04769503812023515	0.924618714782337
frozenset({'balance_low'})	frozenset({'credit_no'})	0.8506967485069675	0.9831895598318956	0.8433974784339748	0.9914196567862714	1.0083708140226622	1.0	0.007001316718984629	1.9591803905008875	0.05560043127312992	0.8514962036623495	0.48958247803596167	0.924618714782337
frozenset({'housing_no'})	frozenset({'credit_no'})	0.43397478433974784	0.9831895598318956	0.42711789427117897	0.9841997961264017	1.001027509176032	1.0	0.00043841707804048724	1.0639381809619697	0.0018134430343936813	0.43141197497765865	0.060095766940292845	0.7093102467696126
frozenset({'housing_yes'})	frozenset({'credit_no'})	0.5660252156602521	0.9831895598318956	0.5560716655607166	0.9824150058616647	0.9992122028122804	1.0	-0.0004384170780403762	0.9559536975595389	-0.0018134430343932223	0.5599109131403118	-0.04607576972912735	0.7739971542244206
frozenset({'loan_no'})	frozenset({'credit_no'})	0.8471577084715771	0.9831895598318956	0.8358770183587702	0.9866840731070495	1.0035542619835705	1.0	0.0029604038584029047	1.2624310949772448	0.023172080914827326	0.8405249110320284	0.207877559433828	0.9184264010079679
frozenset({'credit_no'})	frozenset({'loan_no'})	0.9831895598318956	0.8471577084715771	0.8358770183587702	0.8501687289088864	1.0035542619835705	1.0	0.0029604038584029047	1.0200960748406003	0.2106829988440221	0.8405249110320284	0.019700178577532906	0.9184264010079679
frozenset({'credit_no'})	frozenset({'subscribed_term_d_no'})	0.9831895598318956	0.8847600088476001	0.8699402786994028	0.884814398200225	1.0000614735658042	1.0	5.3475043666817434e-05	1.000472188813316	0.0036566435157317253	0.8716755319148936	0.00047196595627111527	0.9340321991001126
frozenset({'subscribed_term_d_no'})	frozenset({'credit_no'})	0.8847600088476001	0.9831895598318956	0.8699402786994028	0.9832500000000001	1.0000614735658044	1.0	5.3475043666817434e-05	1.003608368245043	0.0005334067316614417	0.8716755319148936	0.003595394736846153	0.9340321991001126
frozenset({'housing_no'})	frozenset({'balance_low'})	0.43397478433974784	0.8506967485069675	0.3764653837646538	0.8674821610601426	1.019731370294567	1.0	0.007284445792817895	1.1266653054974214	0.034185008189799374	0.4145153433999026	0.11242496318948848	0.6550099312841015
frozenset({'housing_yes'})	frozenset({'balance_low'})	0.5660252156602521	0.8506967485069675	0.47423136474231364	0.8378272762797969	0.984871845049652	1.0	-0.007284445792817895	0.9206434230618563	-0.03418500818979937	0.5031682703590706	-0.08619686509487161	0.6976447873858682
frozenset({'loan_no'})	frozenset({'balance_low'})	0.8471577084715771	0.8506967485069675	0.7261667772616678	0.8571801566579634	1.0076212917968415	1.0	0.005492469192283633	1.0453957097226954	0.04948661106881744	0.7473252902344638	0.043424427038003706	0.8553971506118729
frozenset({'balance_low'})	frozenset({'loan_no'})	0.8506967485069675	0.8471577084715771	0.7261667772616678	0.8536141445657826	1.0076212917968415	1.0	0.005492469192283633	1.044105600743009	0.050659627034893115	0.7473252902344638	0.042242471174967815	0.8553971506118729
frozenset({'subscribed_term_d_no'})	frozenset({'balance_low'})	0.8847600088476001	0.8506967485069675	0.7498341074983411	0.8475	0.9962421996879876	1.0	-0.0028283552373080667	0.9790377147084098	-0.031694078947368	0.7607719928186715	-0.021411111111111183	0.8644676287051483
frozenset({'balance_low'})	frozenset({'subscribed_term_d_no'})	0.8506967485069675	0.8847600088476001	0.7498341074983411	0.8814352574102964	0.9962421996879874	1.0	-0.0028283552373080667	0.9719583464301095	-0.024641313521392993	0.7607719928186715	-0.028850674180518357	0.8644676287051483
frozenset({'housing_no'})	frozenset({'loan_no'})	0.43397478433974784	0.8471577084715771	0.37093563370935634	0.8547400611620796	1.0089503437372747	1.0	0.003290549873648685	1.0521985122061959	0.015672350768727385	0.40753341433778856	0.04960899640197044	0.6462995344974889
